tgt,src
if only I could  meet that player,كون غير قدرت نلاقي داك لعب
lets buy what we need,يالله نشري لينا حاجة
i dont think jinx you,مانضنش غادي نخرجك
can you check for me please,واش تقدر تشوف ليا عفاك
come dien with us,أجي خدمت معانا
i thought that he will  land here,كان كيسحاب ليا غادي يندوز هنا
A perfect storm,العاصفة المثالية
"But why the clogged nose, you're allergic to something: Flowers, trees...?",و لكن علاش مساكين، نتا حساسية على شي حاجة: زهور، أشجار...؟
I am not sleeping very well,ماكانعسّش بزّاف
I think to protect him,تانفكّر واش نقدر نحميو
where will we meet,فين غادي نتلاقاو
i want to hear you speak,بغيت نسمعك تڭول
money,فلوس
he killed papa,هو لي قتل بابا
alone and crying,بوحدي و كاتبكي
Let me stop water,خليني ندوي الما
 you are too late to keep quite,تعطلي بزّاف باش تبقى هادشي
Why dont you want to make good profit,علاش مابغيتيش ت دير مزنا مزيان
you should never organize a crime,عمرك ت ت قري جريمة
im sick ,أنا مريضة
"can you help me find a product that's similar to this, but in a different color?",تقدر تعاوني ندوز شي منتج بحال هادا، ولكن ف لون مختلف؟
Let me empty this drawer,خليني نخلي هاد الدراب
show me the bride,راها لي عريس
i think you should change the glass,كانضن غادي تبدل ليك ليك الكاس
if only I could fidn the answer,كون غير قدرت ن لقاو الجواب
"i've been trying to cook more, but my kitchen skills still need work",كنت كانحاول نطيب مزيان ولكن ليا ماعنديش لعب
they're planning a movie night,كايخططو لليلة ديال فيلم
You are not the first nor the last you will meet ,نتا ماشي أول ولا آخر لي غادي تلاقاو
education is what will benefit you,التعليم هو لي غايفيدك
i passed an exam,أنا كنت نجحت فامتحان
"Yeah, you're right.",آه، عندك الحق.
i will pass the interview,أنا غادي نستمر ف المقابلة
what are you saying,أش كاتڭول
"I've had a rubbish day, so something strong would be good!",كان ليا نهار خايب، داكشي قوي كايكون زوين!
this is complicated,هادشي معقد
there is no safety in the country,ماكايناش سلامة فبلاد
don't move from your place,ماتحركش من دارك
you are too late to rent a house,تعطلي بزّاف باش تعيّر دار
he is too dynamic makes too much noise,راه ديمانيكي بزّاف كايديرو صداع بزّاف
Forget him and remember that Allah only does good things. ,نسيه و تفكّر بلي الله كايدير غير خير
did you go outside,واش خرجتي
I live in Chichawa,كانعيش فتشتشاوة
he told me i have IBS,قال ليا عندي السوب
suggest a solution please,عفاكا تقترح شي حل
we studied in the best school,درسنا ف أحسن مدرسة
eat steel,كولي فولدي
i think of if they will do a boywot,تانفكّر واش غايديرو شي دري
 i couldnt move,ماكانقدرش نحرك
Don't negotiate with him,بلا ما تڭول معاه
The meeting was pretty good,الاجتماع كان مزيان
go walk in the garden,سير سير فالجردة
 you are too late to start talking,تعطلي بزّاف باش تبدا كايڭول
what I'am gonna do with men,اشنو غانديري مع الرجال
they are inviting her friends,كايعرضو على صحابها
What kind of dance you practice ?,أشمن نوع ديال الدرانيسة لي كاتمارس؟
what is your problem,اشنو المشكل ديالك
please heat up the shower,عفاك تسخن هاد دوش
"Open-minded, perhaps, but in a very confined space.",معقول، ممكن، ولكن فمكان محدود بزاف.
let's plan a weekend getaway soon,يالاه نهضرو شي هروب عطلة ديال لويكاند قريبا
"Yes, it'll be for the cocktail.",آه، غادي يكون لكونتيل.
Anything but stay by the pool.,أي حاجة غير البقاء عند البيسين
I could try my phone - but there is no reception.,ممكن نجرب تيليفوني - و لكن ماكاينش ليكسيف
who dided,شكون لي لي درا
it leave my hair messy,كايخلّي شعري خايب
this is a code,هادي كود
can you discuss your relationship with your fellow teammates ?,تقدر تناقش علاقتك مع صاحبو ديال الفريق؟
i will harm my neighbor home,أنا غادي نضر ب جارتي
if only I could invent new watch,كون غير قدرت ن يبتدّع شي ساعة جديدة
The pigeons also come later and eat the bread crumbs that are dropped on the river bank,الكبارجيين كايجيو بعد و ياكلو الكساف ديال الخبز لي كايطيحو على لبحر
I'm waiting for you to appreciate your parent effort,كانتسنّا فيك ت تقدّر ليك ماكونو نهدرين
if only I could try snowing,كون غير قدرت ن جرب شي شي ثلج
you did a good deed,درتي شي حاجة زوينة
I'm glad you could make it.,أنا فرحان بلي قدرتي تخلّص
Let me get hair cut,خليني نتقاسّش
you say something isnt your business,كاتقولي شي حاجة ماشي لعملك
the alley is full,راه الكليات كاملة
they were all afraid of me,كولشي كان خايف مني
Do you have anything to play it on that would be loud enough?,واش عندك شي حاجة ت لعزف فيه لي غادي يكون صاخب بزاف؟
i will not expect anyhthing good from you,مابقيتش باغي نتوقع منك شي حاجة مزيانة
did you want a sandwich?,واش بغيتي ساندويش؟
i only took videos,أنا غير كنتو كاندوزو
i started thiking again*,بدا فكرت مرة أخرى
that woman looks old,هاداك المرأة كاتبان زوين
my house got mad,داري راه مشات
Many of wild animals live in Africa,بزاف ديال الحيوانات البرية كايعيشو ف أفريقيا
Are you going to invite a lot of people?,واش غادي تدعو بزّاف ديال ناس؟
I have made a mistake,أنا درت شي خطأ
She had a lot of guests over.,كانت عندها بزّاف ديال الضيوف.
It could be a fire!,إمكان يكون حريق!
the umbrella save sun,شمشية كايحفظو شمش
i will not watch the tv it has bad scren,مابغيتش نشوف التلفازة راه فيها سكرون خايب
I'm thinking to buy or prepare lunch,تانفكّر واش نشتري ولا نستاهل لخدّام
germany is old,الألمانية قديمة
this look very good,هادشي كايبان زوين
i want nothing from this life,ماغيت شي حاجة من هاد الحياة
my aunt died,ختي ماتت
i need sheets for my saloon,خاصني شي بطانية ديال لسانون ديالي
I thought I'd work tonight at home,كان كيسحاب ليا غادي نخدم الليلة ف الدار
the tiles will broke,غايحطو ليك لتراب
I don't want to bother you,مابغيتش نخلّطك
motivate the fans,حفزّ الجمهور
i'm waiting for you to stutter,كانتسنّا فيك ت تڭول
I am floating on air,أنا كانطير ف الهواء
hows the head,كيفاش هاد راسك
without being afraid of him,بلا ما تخافو منه
do not publish in your page,بلا ما ت نشر فصفحتك
