tgt,src
bring me the suitcase from the car,جلب لي ليا كيس من السيارة.
if only I could leave my country to prosper,كون غير قدرت نخلي ديالي تزدهر
They went to the notary's house to do the marriage contract.,توجهو لبيت كاتب العدل ليديرو عقد الزواج
we lived in the mosque,عشنا في المسجد
you need to understand,خاصك تفهم
october,شوية
You don't want to lose weight,مابغيتيش تخسّر وزنك
I think of closing the window,كانفكّر في قفل النافذة
i will hate you in this city,غادي نكرهك في هاد المدينة
Maybe a drink will calm us.,علّا شراب غادي يريحنا.
i would be pleasant,أنا غادي يكون لباسا
dont joke around,مانضحكش
when does the football game start?,متى تبدأ مباراة كرة القدم؟
we need to change the plan,خاصنا نغيّر الخطة
marry old women,العجائز
I don't know you,ماعرفتك
Our fries are delicious,بطاطا خاصنا شهية
you are painful,راه باش بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف
you want a man to fill the house,بغيت رجل يملأ البيت
that's why you are marrying me,هادشي هو سبب زواجك ليا
you are forcing yourself,مابغيتيش بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف
i will take care of exportation of fruits,أنا غادي نعتني بتصدير فاكهة
we share meals,واش نتشارك واش
He put his hand to his forhead,واش يدّاه على راسه
he works in casa,راه يعمل في كايسّا
they don't get ashamed anymore,واش مايشعرو بالخجل بعد الان
if you cant just go,واش ماقدرتيش غادي نمشي
open the fridge,فتحي ليك البراد
maybe they will go out,واش غادي يخرجو
we will have guests,غادي يكون عندنا ضيوف
good morning,صباح الخير
we went up,صعدنا فوق
because i do it,كون غير قدرت نديرها
he doesnt respect circulation code,راه مايحترم شيفرة الحركة
i met yesterday my cousin,تلاقيت بزّاف مع قريبي
you made me a thief,بنت ليا لسارق
Careful!,راه بزّاف!
But it's tiring,و لكنّ هادشي ديال بزّاف
i think of reduce places,كانفكّر بتقلّب بزّاف بزّاف
the girl was noisy,بنت كانت صاخبة
why you dont wanna talk on your phone,علاش مابغيتيش تتكلّم على تليفونك
I don't want it,مابغيتيش
this is secondary,هادشي ثانوية
Good night,ليلة سعيدة
when did you arrive in Settat,متي وصلتي في سلات
they teach him very well,راه علّموه بزّاف
a woman has one year breast cancer,عاينة امرأة عام واحد من سرطانات الدال
whats your name,ماشي ليه اسمك؟
the problem from that time,المشكلة من هاد الوقت
he has it,عنده هادشي
I'll let you choose as you'll be the one making it,أنا غادي نخلّيك تا غادي تا غادي تا غادي تا هادشي
i will call the press,أنا غادي ننادي الصحافة
I didn't score well,مابقيتش نديرة جيّدة
Mustaches are what some men carry between the mouth and the nose,الشهاب هو مايحمله بعض الرجال بين الفم و الأنف
I am in the mood for a documentory movie,أنا في مزاج لفيلم تصويري
when i returned it,عندا رجعتها
he is silent,هادشي بزّاف هادشي بزّاف
i have a friend who could help,عندي صديق ليا غادي يساعد
Have you got your phone with you?,عندك تليفونك معاك؟
Have you been here before?,عمرك كنت هنا من قبل؟
i thought that he will dress his father,كان كان كيسحاب غادي يلبس بابا ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديالي ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
why you dont wanna fund my project,علاش مابغيتيش ندير ليا المشروع
I get it,أنا نديرها
the electricity is on,واش كايد ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديالي ديال ديال ديال ديال ديال
if you available come,واش تا تا تا هاد
there's nothing left,ماتبقىش شي حاجة
"I had a meeting with Soukaina at 2:00, and I hate being late!",كان عندي اجتماع مع سوخينا في الثانية، و أنا أكره تاخر!
people are drowning,ناس يغرقون
are you with us or with them,واش معانا و معاهم
this land is of my aunt,هاد الأرض لعمتي
Why don't you want to surprise the teacher,علاش مابغيتيش تفاجئ المعلم
"Hmm, I'm not sure about that",همم، مانضش متأكد من هادشي
maybe some archery or silly dancing,واش شي شي شي شي شي و راه راه ديال ديال ديال ديال ديال ديال ديالها ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
You have to put more cream in it,واجّب عليك وضع المزيد من القشدة فيه
is that your phone,هادشي هادي تليفونك
i will tell you two words,أنا غادي نقولو ليك كلمتين
i packed my stuff,حشوت أغراضي
I did some travelling and there was so much to see,ديرت بزاف بزّاف و كان بزّاف بزّاف باش نشوفه
Never mind,راه معاك
I fry potatoes,أنا قلي بطاطا
I'm thinking how much time it took me to find this place.,كانفكّر بزّاف بزّاف باش بزّاف ليا هاد المكان.
i thought that take a look at his young brother,كان كيفكّر ليا غادي نلقّي نظرة على أخاه الصغير
Why don't you want to work at the aeroport,علاش مابغيتيش تعملي عند المرفأ
you should not be scared,مابغيتيش تخافي
I want a lifetime with you,بغيت عش معاك
did i opressed him,واش خففت عليه
my grandma made me harira,جدتي كانت ليا هيريرا
I'm waiting for you to cheat,كانتسنّا فيك غادي تخون
this is not for me,هادشي ماشي ليا
when did you start,متى بدأت؟
i asked her directly,أنا سالتها مباشرة
i dont have my daughter,ماعندي بنتي
you are too late to fix your phone,تعطلي بزّاف بزّاف تاليفونك
"No, there's no need to complicate things with a theme",لا، ماعنديش حاجة نعقّد شي شي مع الموضوع
